orderid,paymentMethod,rating,location,fee,orderTime,departTime1,arriveTime,departTime2,deliveryTime,riderUsername,customerUsername,rname
2152,Visa,3,Marine Parade,90.6,2020-03-18 17:04:33,2020-03-18 17:8:17,2020-03-18 17:13:01,2020-03-18 17:14:12,2020-03-18 17:15:31,ii,customer172,Taco John's
2153,Visa,1,Joo Koon,129.0,2020-03-18 17:12:35,2020-03-18 17:14:47,2020-03-18 17:17:42,2020-03-18 17:19:39,2020-03-18 17:21:52,ii,customer53,Mickey's Gyros & Ribs
2154,Mastercard,3,Layar,82.2,2020-03-18 17:38:53,2020-03-18 17:39:55,2020-03-18 17:44:57,2020-03-18 17:47:01,2020-03-18 17:50:20,hh,customer126,George's Gyros Spot
2155,Mastercard,4,Chinese Garden,86.4,2020-03-18 18:18:03,2020-03-18 18:20:27,2020-03-18 18:24:41,2020-03-18 18:27:28,2020-03-18 18:31:53,www,customer269,Smashburger
2156,Mastercard,5,Bayshore,136.8,2020-03-18 18:58:24,2020-03-18 18:59:42,2020-03-18 19:4:38,2020-03-18 19:9:02,2020-03-18 19:11:27,hh,customer201,Thrashers French Fries
2157,Visa,2,FOUNDERS' MEMORIAL,103.2,2020-03-18 18:10:26,2020-03-18 18:12:17,2020-03-18 18:17:58,2020-03-18 18:21:14,2020-03-18 18:24:56,hh,customer198,DQ Grill & Chill / Orange Julius
2158,Cash,1,Bencoolen,55.2,2020-03-18 19:04:15,2020-03-18 19:8:00,2020-03-18 19:11:07,2020-03-18 19:15:49,2020-03-18 19:20:32,l,customer71,Popeyes Louisiana Kitchen
2159,Visa,2,Oasis,238.2,2020-03-18 19:12:19,2020-03-18 19:16:03,2020-03-18 19:17:10,2020-03-18 19:21:31,2020-03-18 19:25:41,l,customer24,Garden Fast Food
2160,Cash,4,Clementi,189.6,2020-03-18 19:04:25,2020-03-18 19:9:47,2020-03-18 19:14:48,2020-03-18 19:18:59,2020-03-18 19:21:33,ii,customer1,Wingstreet
2161,Cash,1,Bugis,157.8,2020-03-18 19:30:30,2020-03-18 19:33:29,2020-03-18 19:34:50,2020-03-18 19:36:42,2020-03-18 19:37:07,l,customer150,Kentucky Fried Chicken
2162,Mastercard,1,Hillview,117.6,2020-03-18 19:51:30,2020-03-18 19:55:22,2020-03-18 19:59:55,2020-03-18 20:2:27,2020-03-18 20:5:21,ii,customer120,Garden Fast Food
2163,Mastercard,4,Commonwealth,124.2,2020-03-18 19:15:33,2020-03-18 19:20:07,2020-03-18 19:24:11,2020-03-18 19:27:28,2020-03-18 19:30:36,hh,customer279,Ivar's Seafood Bar
2164,Mastercard,5,PTC,219.6,2020-03-18 19:12:44,2020-03-18 19:15:00,2020-03-18 19:16:33,2020-03-18 19:18:13,2020-03-18 19:21:16,ii,customer201,Arby's Antigo
2165,Cash,2,Sixth Avenue,255.0,2020-03-18 19:36:49,2020-03-18 19:40:49,2020-03-18 19:41:29,2020-03-18 19:43:02,2020-03-18 19:45:59,uuu,customer118,Carl's Jr - Green Burrito
2166,Mastercard,2,Tengah Plantation,107.4,2020-03-18 20:17:11,2020-03-18 20:21:18,2020-03-18 20:22:11,2020-03-18 20:26:05,2020-03-18 20:30:54,hh,customer188,The Break Away Sports Cafe
2167,Cash,2,TE22A,125.4,2020-03-18 20:32:30,2020-03-18 20:34:13,2020-03-18 20:38:11,2020-03-18 20:43:22,2020-03-18 20:47:58,www,customer5,Carl's Jr
2168,Cash,1,Beauty World,241.2,2020-03-18 20:41:44,2020-03-18 20:45:18,2020-03-18 20:49:55,2020-03-18 20:52:20,2020-03-18 20:54:21,hh,customer1,Boston Market 381
2169,Cash,5,Telok Ayer,71.4,2020-03-18 21:48:17,2020-03-18 21:52:40,2020-03-18 21:54:25,2020-03-18 21:57:54,2020-03-18 21:58:49,hh,customer83,Jollibee
2170,Visa,1,FOUNDERS' MEMORIAL,268.2,2020-03-18 21:51:25,2020-03-18 21:52:11,2020-03-18 21:53:20,2020-03-18 21:55:20,2020-03-18 21:58:42,hh,customer249,Loco Moco Drive-Inn
2171,Cash,1,Fajar,78.6,2020-03-18 21:49:26,2020-03-18 21:53:59,2020-03-18 21:55:58,2020-03-18 21:58:34,2020-03-18 21:59:04,ii,customer253,Los Verdes
2172,Cash,5,Tampines,132.0,2020-03-18 21:52:34,2020-03-18 21:57:35,2020-03-18 22:0:02,2020-03-18 22:3:39,2020-03-18 22:5:55,hh,customer268,Dq Grill & Chill
2173,Mastercard,5,Woodlands North,102.6,2020-03-18 21:44:50,2020-03-18 21:45:57,2020-03-18 21:49:19,2020-03-18 21:52:22,2020-03-18 21:57:23,zzz,customer144,South-A-Philly Steaks and Hoagies
2174,Mastercard,3,Pending,189.0,2020-03-19 16:18:03,2020-03-19 16:20:48,2020-03-19 16:25:59,2020-03-19 16:29:04,2020-03-19 16:33:38,yyy,customer67,Burger King Salou
2175,Visa,4,Farrer Park,23.4,2020-03-19 16:09:07,2020-03-19 16:14:50,2020-03-19 16:15:12,2020-03-19 16:16:08,2020-03-19 16:18:57,yyy,customer243,Qdoba Mexican Eats
2176,Visa,5,Cove,124.2,2020-03-19 16:54:11,2020-03-19 16:59:00,2020-03-19 17:4:12,2020-03-19 17:5:48,2020-03-19 17:9:52,bbbb,customer252,McDonald’s
2177,Visa,4,Orchard,92.4,2020-03-19 16:41:52,2020-03-19 16:44:31,2020-03-19 16:49:10,2020-03-19 16:50:47,2020-03-19 16:53:40,l,customer74,Strongwater Spirits & Botanicals
2178,Mastercard,3,Hong Kah,81.6,2020-03-19 17:54:17,2020-03-19 17:56:34,2020-03-19 17:58:12,2020-03-19 18:1:58,2020-03-19 18:2:38,l,customer256,Wendys
2179,Visa,3,Yio Chu Kang,94.2,2020-03-19 17:01:18,2020-03-19 17:2:11,2020-03-19 17:5:53,2020-03-19 17:9:54,2020-03-19 17:11:04,hh,customer74,El Pollo Loco
2180,Mastercard,1,Thanggam,57.6,2020-03-19 17:27:20,2020-03-19 17:32:33,2020-03-19 17:35:24,2020-03-19 17:38:08,2020-03-19 17:40:37,l,customer95,Rapid Ray's
2181,Visa,1,Springleaf,143.4,2020-03-19 17:29:22,2020-03-19 17:33:13,2020-03-19 17:37:42,2020-03-19 17:39:51,2020-03-19 17:43:44,uuu,customer110,Bob Evans Restaurant
2182,Visa,3,Teck Lee,121.8,2020-03-19 17:16:25,2020-03-19 17:20:16,2020-03-19 17:21:34,2020-03-19 17:25:11,2020-03-19 17:29:59,ii,customer128,Sconecutter
2183,Cash,3,Thanggam,192.6,2020-03-19 17:02:26,2020-03-19 17:4:29,2020-03-19 17:6:01,2020-03-19 17:7:48,2020-03-19 17:12:10,hh,customer149,Checkers
2184,Cash,3,Mount Pleasant,233.4,2020-03-19 17:04:26,2020-03-19 17:9:55,2020-03-19 17:10:22,2020-03-19 17:15:54,2020-03-19 17:17:12,hh,customer268,The Chicken Place
2185,Mastercard,2,South View,135.6,2020-03-19 17:37:27,2020-03-19 17:39:22,2020-03-19 17:42:17,2020-03-19 17:46:03,2020-03-19 17:49:26,yyy,customer84,Jolly's Drive-In
2186,Mastercard,3,Toh Guan,190.8,2020-03-19 17:44:30,2020-03-19 17:46:04,2020-03-19 17:51:54,2020-03-19 17:56:52,2020-03-19 17:58:33,xxx,customer41,Carls Jr
2187,Visa,1,Katong Park,130.8,2020-03-19 17:06:35,2020-03-19 17:7:58,2020-03-19 17:9:49,2020-03-19 17:11:05,2020-03-19 17:12:31,yyy,customer273,Noodles & Company
2188,Mastercard,3,Jurong Town Hall,104.4,2020-03-19 17:58:36,2020-03-19 18:0:34,2020-03-19 18:1:52,2020-03-19 18:5:32,2020-03-19 18:8:20,m,customer120,Hardees
2189,Mastercard,4,Clementi,33.6,2020-03-19 17:02:38,2020-03-19 17:7:53,2020-03-19 17:9:29,2020-03-19 17:14:13,2020-03-19 17:16:45,www,customer41,Steak N Shake
2190,Mastercard,5,Nibong,127.8,2020-03-19 17:35:43,2020-03-19 17:36:08,2020-03-19 17:38:38,2020-03-19 17:40:32,2020-03-19 17:45:37,ii,customer51,KFC / A&W
2191,Cash,3,Tengah Plantation,67.8,2020-03-19 17:59:48,2020-03-19 18:2:32,2020-03-19 18:3:43,2020-03-19 18:4:25,2020-03-19 18:6:48,aaaa,customer154,ShopRite
2192,Mastercard,4,Tanah Merah,85.2,2020-03-19 17:30:50,2020-03-19 17:35:25,2020-03-19 17:37:34,2020-03-19 17:38:41,2020-03-19 17:39:35,ii,customer84,Carls Jr. / Green Burrito
2193,Visa,4,Tengah,110.4,2020-03-19 18:33:05,2020-03-19 18:38:10,2020-03-19 18:41:06,2020-03-19 18:43:51,2020-03-19 18:45:58,l,customer59,World Wrapps
2194,Mastercard,3,Kembangan,75.6,2020-03-19 18:11:07,2020-03-19 18:13:10,2020-03-19 18:16:47,2020-03-19 18:18:54,2020-03-19 18:19:47,ii,customer285,Checkers Burgers and Fries
2195,Cash,1,Tan Kah Kee,225.0,2020-03-19 18:13:22,2020-03-19 18:17:32,2020-03-19 18:20:21,2020-03-19 18:24:51,2020-03-19 18:29:49,ii,customer43,Tom & Jerry's
2196,Mastercard,2,Keppel,178.8,2020-03-19 18:50:23,2020-03-19 18:54:42,2020-03-19 18:56:19,2020-03-19 18:59:26,2020-03-19 19:2:07,ii,customer265,Bojangles' Famous Chicken 'n Biscuits
2197,Visa,4,Punggol Coast,11.4,2020-03-19 18:27:35,2020-03-19 18:28:21,2020-03-19 18:29:58,2020-03-19 18:32:09,2020-03-19 18:37:37,ii,customer12,Chick-fil-a Orange Avenue
2198,Visa,3,Soo Teck,85.2,2020-03-19 18:03:52,2020-03-19 18:7:26,2020-03-19 18:10:43,2020-03-19 18:14:14,2020-03-19 18:17:46,hh,customer214,Wendy Two Two Eight
2199,Cash,2,Soo Teck,102.0,2020-03-19 18:34:53,2020-03-19 18:35:37,2020-03-19 18:40:42,2020-03-19 18:42:30,2020-03-19 18:44:34,ii,customer135,Bob Evans
2200,Cash,3,Stevens,89.4,2020-03-19 18:16:53,2020-03-19 18:17:26,2020-03-19 18:18:22,2020-03-19 18:19:45,2020-03-19 18:21:14,zzz,customer150,Char-Grill
2201,Visa,4,Mayﬂower,84.0,2020-03-19 19:00:17,2020-03-19 19:2:25,2020-03-19 19:6:53,2020-03-19 19:7:43,2020-03-19 19:8:50,ii,customer230,Topper's Pizza
2202,Mastercard,3,Marine Parade,33.0,2020-03-19 19:13:27,2020-03-19 19:15:36,2020-03-19 19:20:54,2020-03-19 19:21:41,2020-03-19 19:26:14,yyy,customer89,Pacific Rim
2203,Cash,4,Ranggung,60.6,2020-03-19 19:52:32,2020-03-19 19:57:15,2020-03-19 20:1:40,2020-03-19 20:5:56,2020-03-19 20:6:26,ii,customer92,P. Terry's
2204,Mastercard,3,Bukit Batok,103.2,2020-03-19 19:07:39,2020-03-19 19:9:01,2020-03-19 19:12:31,2020-03-19 19:16:40,2020-03-19 19:18:52,zzz,customer174,KFC - Kentucky Fried Chicken
2205,Cash,1,Bendemeer,246.0,2020-03-19 19:15:40,2020-03-19 19:20:44,2020-03-19 19:25:50,2020-03-19 19:30:50,2020-03-19 19:31:33,ii,customer147,Dairy Queen Grill & Chill / Orange Julius
2206,Mastercard,2,Nanyang Crescent,168.6,2020-03-19 19:29:57,2020-03-19 19:30:31,2020-03-19 19:32:12,2020-03-19 19:36:00,2020-03-19 19:39:22,ii,customer163,Capriotti's Sandwich Shop
2207,Visa,3,Layar,150.0,2020-03-19 20:47:03,2020-03-19 20:52:39,2020-03-19 20:54:11,2020-03-19 20:59:27,2020-03-19 21:2:11,l,customer110,Integrated Therapy Specialists: Arnold D Larson
2208,Visa,2,Boon Lay,126.0,2020-03-19 20:18:08,2020-03-19 20:21:31,2020-03-19 20:22:11,2020-03-19 20:24:55,2020-03-19 20:26:26,ii,customer47,Chick-fil-a Truett's Luau
2209,Cash,2,Samudera,93.6,2020-03-19 20:33:22,2020-03-19 20:37:26,2020-03-19 20:42:51,2020-03-19 20:43:59,2020-03-19 20:45:35,hh,customer25,Hardee's / Red Burrito
2210,Mastercard,2,Changi Airport,132.6,2020-03-19 20:56:28,2020-03-19 20:58:54,2020-03-19 21:2:58,2020-03-19 21:7:53,2020-03-19 21:8:12,ii,customer70,Wendys
2211,Cash,1,Marina South Pier,63.6,2020-03-19 20:25:32,2020-03-19 20:27:18,2020-03-19 20:31:47,2020-03-19 20:32:56,2020-03-19 20:33:22,hh,customer71,The Break Away Sports Cafe
2212,Mastercard,4,Bukit Batok,64.2,2020-03-19 20:18:44,2020-03-19 20:23:58,2020-03-19 20:28:40,2020-03-19 20:30:14,2020-03-19 20:32:59,ii,customer266,TacoTime
2213,Cash,1,Bangkit,123.6,2020-03-19 21:23:17,2020-03-19 21:24:45,2020-03-19 21:26:37,2020-03-19 21:31:28,2020-03-19 21:32:13,hh,customer240,Chick-fil-a
2214,Visa,2,Marina South,127.2,2020-03-19 21:26:26,2020-03-19 21:28:50,2020-03-19 21:31:08,2020-03-19 21:34:28,2020-03-19 21:38:21,xxx,customer97,Frugal's
2215,Cash,1,Lorong Chuan,239.4,2020-03-19 21:59:33,2020-03-19 22:2:26,2020-03-19 22:4:30,2020-03-19 22:9:34,2020-03-19 22:13:26,ii,customer166,Papa John’s Pizza
2216,Mastercard,1,Corporation,324.0,2020-03-19 21:49:40,2020-03-19 21:52:53,2020-03-19 21:55:54,2020-03-19 21:56:34,2020-03-19 21:59:48,ii,customer39,In-A-Tub
2217,Mastercard,1,Keat Hong,121.2,2020-03-19 21:34:42,2020-03-19 21:38:44,2020-03-19 21:39:40,2020-03-19 21:42:53,2020-03-19 21:44:47,www,customer87,Pizza Barn
2218,Visa,5,Tukang,181.8,2020-03-19 21:15:43,2020-03-19 21:17:39,2020-03-19 21:22:42,2020-03-19 21:26:18,2020-03-19 21:28:37,hh,customer227,Wetzel's Pretzels
2219,Visa,3,Marina Bay,291.0,2020-03-19 21:29:49,2020-03-19 21:32:26,2020-03-19 21:37:39,2020-03-19 21:42:07,2020-03-19 21:46:04,bbbb,customer273,Burger Time
2220,Cash,1,Somerset,292.2,2020-03-19 21:00:59,2020-03-19 21:4:37,2020-03-19 21:9:29,2020-03-19 21:10:11,2020-03-19 21:13:26,zzz,customer76,Pizza Express
2221,Visa,2,Bakau,269.4,2020-03-20 16:41:01,2020-03-20 16:46:41,2020-03-20 16:47:40,2020-03-20 16:48:12,2020-03-20 16:53:24,ii,customer134,Long John Silvers
2222,Visa,1,Woodlands South,112.8,2020-03-20 16:22:11,2020-03-20 16:23:20,2020-03-20 16:24:05,2020-03-20 16:29:40,2020-03-20 16:31:56,hh,customer180,Nick's Gyros
2223,Mastercard,2,Mattar,141.6,2020-03-20 16:18:27,2020-03-20 16:22:49,2020-03-20 16:26:58,2020-03-20 16:27:32,2020-03-20 16:31:11,ii,customer89,KFC / A&W
2224,Visa,2,Jurong East,112.8,2020-03-20 16:32:28,2020-03-20 16:35:49,2020-03-20 16:37:13,2020-03-20 16:39:55,2020-03-20 16:42:30,ii,customer209,El Pollo Loco
2225,Mastercard,2,Tawas,181.8,2020-03-20 16:09:29,2020-03-20 16:12:45,2020-03-20 16:17:19,2020-03-20 16:18:15,2020-03-20 16:19:38,ii,customer266,Rocky's
2226,Cash,5,Eunos,48.6,2020-03-20 16:07:35,2020-03-20 16:10:27,2020-03-20 16:14:44,2020-03-20 16:19:24,2020-03-20 16:20:08,l,customer107,BIG & little's Restaurant
2227,Mastercard,3,Lorong Chuan,72.0,2020-03-20 16:04:36,2020-03-20 16:5:13,2020-03-20 16:9:19,2020-03-20 16:12:38,2020-03-20 16:13:28,ii,customer237,Penn Station East Coast Subs
2228,Cash,3,Downtown,145.2,2020-03-20 16:07:36,2020-03-20 16:10:41,2020-03-20 16:13:46,2020-03-20 16:17:22,2020-03-20 16:20:59,hh,customer30,Kentucky Fried Chicken
2229,Mastercard,4,Tawas,213.6,2020-03-20 16:10:53,2020-03-20 16:13:56,2020-03-20 16:16:22,2020-03-20 16:20:21,2020-03-20 16:23:37,hh,customer291,Charley's Grilled Subs
2230,Visa,4,Bishan,175.2,2020-03-20 17:19:19,2020-03-20 17:24:07,2020-03-20 17:29:27,2020-03-20 17:33:26,2020-03-20 17:35:56,hh,customer165,The Biscuit Factory
2231,Cash,3,Lakeside,206.4,2020-03-20 17:54:41,2020-03-20 17:55:55,2020-03-20 17:59:07,2020-03-20 18:3:11,2020-03-20 18:8:25,bbbb,customer153,Chick-fil-a Superstition Springs Center
2232,Visa,4,Farmway,114.6,2020-03-20 17:59:44,2020-03-20 18:2:43,2020-03-20 18:3:53,2020-03-20 18:6:26,2020-03-20 18:10:41,l,customer9,Ny Chicken Fish
2233,Cash,5,HUME,28.2,2020-03-20 17:37:53,2020-03-20 17:40:31,2020-03-20 17:43:05,2020-03-20 17:46:38,2020-03-20 17:50:10,ii,customer72,Chick-fil-a Magnolia Mall
2234,Visa,1,Thanggam,115.8,2020-03-20 18:08:16,2020-03-20 18:10:46,2020-03-20 18:13:42,2020-03-20 18:18:05,2020-03-20 18:20:16,ii,customer21,Taco Bell/Pizza Hut Express
2235,Cash,2,Sumang,195.0,2020-03-20 18:49:17,2020-03-20 18:50:54,2020-03-20 18:51:10,2020-03-20 18:55:04,2020-03-20 19:0:16,ii,customer185,Wingstop
2236,Mastercard,3,Kaki Bukit,111.6,2020-03-20 18:08:19,2020-03-20 18:9:18,2020-03-20 18:13:01,2020-03-20 18:18:26,2020-03-20 18:23:45,ii,customer46,Brixton's
2237,Cash,3,Telok Ayer,180.0,2020-03-20 18:42:20,2020-03-20 18:46:06,2020-03-20 18:49:45,2020-03-20 18:53:21,2020-03-20 18:56:14,ii,customer139,Runza
2238,Visa,5,Expo,173.4,2020-03-20 19:25:01,2020-03-20 19:27:57,2020-03-20 19:29:58,2020-03-20 19:30:45,2020-03-20 19:32:44,hh,customer152,Dan's Seafood & Chicken
2239,Cash,2,Cantonment,192.0,2020-03-20 19:58:09,2020-03-20 20:3:13,2020-03-20 20:6:54,2020-03-20 20:7:01,2020-03-20 20:9:26,aaaa,customer80,Subway Citgo of Quarryville
2240,Visa,4,Bukit Panjang,155.4,2020-03-20 19:51:13,2020-03-20 19:55:10,2020-03-20 19:57:33,2020-03-20 19:58:20,2020-03-20 20:3:21,ii,customer172,L&L Hawaiian Barbecue
2241,Cash,4,Stevens,177.0,2020-03-20 19:59:14,2020-03-20 20:4:56,2020-03-20 20:9:43,2020-03-20 20:11:01,2020-03-20 20:15:39,hh,customer90,Rubio's Coastal Grill
2242,Mastercard,5,Jurong East,116.4,2020-03-20 19:53:17,2020-03-20 19:58:48,2020-03-20 20:3:23,2020-03-20 20:6:02,2020-03-20 20:10:30,ii,customer212,DQ Grill & Chill / Orange Julius
2243,Cash,1,Pioneer,100.2,2020-03-20 19:59:41,2020-03-20 20:3:24,2020-03-20 20:5:47,2020-03-20 20:8:13,2020-03-20 20:11:35,hh,customer276,Jersey Mike's Subs
2244,Visa,3,Kranji,218.4,2020-03-20 19:39:59,2020-03-20 19:44:29,2020-03-20 19:48:59,2020-03-20 19:50:39,2020-03-20 19:51:18,hh,customer192,Pizza Hut
2245,Mastercard,1,Coral Edge,120.0,2020-03-20 20:44:00,2020-03-20 20:49:47,2020-03-20 20:54:24,2020-03-20 20:56:10,2020-03-20 20:58:54,hh,customer73,Sbarro
2246,Mastercard,1,Cantonment,256.8,2020-03-20 20:02:00,2020-03-20 20:3:38,2020-03-20 20:5:48,2020-03-20 20:6:48,2020-03-20 20:10:03,hh,customer39,Port of Subs
2247,Mastercard,2,Ubi,195.6,2020-03-20 20:44:07,2020-03-20 20:46:55,2020-03-20 20:51:10,2020-03-20 20:56:29,2020-03-20 20:59:09,hh,customer294,Taco Bell
2248,Visa,1,Ang Mo Kio,114.6,2020-03-20 20:49:11,2020-03-20 20:54:16,2020-03-20 20:59:38,2020-03-20 21:2:00,2020-03-20 21:7:53,yyy,customer243,Chuck Wagon
2249,Mastercard,1,Kupang,11.4,2020-03-20 20:27:21,2020-03-20 20:29:48,2020-03-20 20:32:18,2020-03-20 20:34:24,2020-03-20 20:39:07,xxx,customer79,Popeyes Chicken & Biscuits
2250,Mastercard,2,Joo Koon,192.6,2020-03-20 20:35:36,2020-03-20 20:38:02,2020-03-20 20:41:09,2020-03-20 20:46:22,2020-03-20 20:47:10,ii,customer286,Chick-Fil-A
2251,Mastercard,3,Bayshore,157.2,2020-03-20 20:46:41,2020-03-20 20:47:11,2020-03-20 20:49:24,2020-03-20 20:53:04,2020-03-20 20:55:32,ii,customer36,Rally's Springfield
2252,Mastercard,3,Woodlands South,135.0,2020-03-20 20:40:41,2020-03-20 20:45:50,2020-03-20 20:49:20,2020-03-20 20:50:01,2020-03-20 20:51:41,hh,customer95,Isabella's Pizzeria
2253,Cash,4,Keppel,81.0,2020-03-20 20:04:42,2020-03-20 20:6:46,2020-03-20 20:8:11,2020-03-20 20:10:26,2020-03-20 20:14:12,www,customer76,Jolly's Drive-In
2254,Cash,4,Clementi,176.4,2020-03-20 20:01:49,2020-03-20 20:4:04,2020-03-20 20:9:42,2020-03-20 20:10:50,2020-03-20 20:12:05,www,customer247,Pal's Sudden Service
2255,Cash,3,Ubi,121.2,2020-03-20 20:08:56,2020-03-20 20:9:21,2020-03-20 20:12:53,2020-03-20 20:16:52,2020-03-20 20:18:51,ii,customer27,Hardees
2256,Cash,1,Caldecott,70.8,2020-03-20 20:57:56,2020-03-20 21:1:31,2020-03-20 21:4:47,2020-03-20 21:8:15,2020-03-20 21:11:02,aaaa,customer147,Bad Daddys Burger Bar
2257,Cash,5,Raffles Place,297.6,2020-03-20 21:57:00,2020-03-20 22:0:39,2020-03-20 22:2:58,2020-03-20 22:7:56,2020-03-20 22:10:40,xxx,customer275,Foster's Freeze
2258,Cash,3,Coral Edge,70.8,2020-03-20 21:09:07,2020-03-20 21:13:29,2020-03-20 21:16:34,2020-03-20 21:17:43,2020-03-20 21:18:34,www,customer143,Soulfish Grill
2259,Mastercard,1,Layar,57.6,2020-03-20 21:16:33,2020-03-20 21:21:17,2020-03-20 21:26:32,2020-03-20 21:28:59,2020-03-20 21:33:09,ii,customer207,Subway (johnson) @ Jonesboro
2260,Mastercard,4,MacPherson,107.4,2020-03-20 21:08:35,2020-03-20 21:12:55,2020-03-20 21:16:25,2020-03-20 21:20:03,2020-03-20 21:21:36,zzz,customer237,Panera Bread
2261,Cash,1,Pioneer,100.8,2020-03-20 21:36:42,2020-03-20 21:38:46,2020-03-20 21:43:34,2020-03-20 21:48:52,2020-03-20 21:53:23,ii,customer117,Bb&t
2262,Cash,3,Bedok,33.0,2020-03-20 21:33:49,2020-03-20 21:38:03,2020-03-20 21:41:01,2020-03-20 21:46:35,2020-03-20 21:47:51,www,customer113,South-A-Philly Steaks and Hoagies
2263,Cash,1,Marina Bay,154.8,2020-03-20 21:27:56,2020-03-20 21:28:17,2020-03-20 21:33:08,2020-03-20 21:36:26,2020-03-20 21:38:27,hh,customer219,Food 4 Less
2264,Visa,1,Gardens by the Bay,157.2,2020-03-21 16:19:01,2020-03-21 16:21:32,2020-03-21 16:24:04,2020-03-21 16:29:31,2020-03-21 16:31:51,aaaa,customer114,Subway
2265,Mastercard,4,Simei,125.4,2020-03-21 16:05:15,2020-03-21 16:8:10,2020-03-21 16:9:53,2020-03-21 16:10:25,2020-03-21 16:15:19,ii,customer10,Wetzel's Pretzels
2266,Visa,2,Sixth Avenue,123.6,2020-03-21 16:43:28,2020-03-21 16:44:55,2020-03-21 16:49:12,2020-03-21 16:51:06,2020-03-21 16:52:24,ii,customer263,Cousins Subs of Green Bay - Oneida St. & Ramada Way
2267,Cash,3,Sumang,200.4,2020-03-21 16:29:43,2020-03-21 16:31:14,2020-03-21 16:33:51,2020-03-21 16:37:14,2020-03-21 16:40:41,ii,customer271,Long John Silvers
2268,Visa,3,Oasis,126.6,2020-03-21 16:01:46,2020-03-21 16:6:44,2020-03-21 16:10:26,2020-03-21 16:12:30,2020-03-21 16:14:27,aaaa,customer82,DQ Grill & Chill / Orange Julius
2269,Cash,2,Caldecott,195.6,2020-03-21 16:01:52,2020-03-21 16:4:22,2020-03-21 16:8:31,2020-03-21 16:12:32,2020-03-21 16:13:06,vvv,customer28,Great Steak & Potato Co
2270,Visa,4,Buangkok,41.4,2020-03-21 17:43:37,2020-03-21 17:47:10,2020-03-21 17:50:34,2020-03-21 17:52:12,2020-03-21 17:53:30,ii,customer91,Fab Wings N Burgers
2271,Mastercard,5,Admiralty,184.8,2020-03-21 17:05:41,2020-03-21 17:9:09,2020-03-21 17:13:35,2020-03-21 17:18:38,2020-03-21 17:22:43,uuu,customer146,Chick-fil-a
2273,Visa,3,Founders' Memorial,64.8,2020-03-21 17:51:51,2020-03-21 17:56:09,2020-03-21 18:0:05,2020-03-21 18:2:40,2020-03-21 18:6:54,yyy,customer99,Bamboo Bistro
2274,Visa,4,Promenade,133.2,2020-03-21 18:50:11,2020-03-21 18:55:17,2020-03-21 18:56:34,2020-03-21 19:1:45,2020-03-21 19:5:35,hh,customer209,The People Connection
2275,Mastercard,5,Mountbatten,60.0,2020-03-21 18:45:20,2020-03-21 18:49:05,2020-03-21 18:51:12,2020-03-21 18:55:40,2020-03-21 18:57:33,ii,customer87,Sconecutter
2276,Mastercard,4,Layar,188.4,2020-03-21 18:29:23,2020-03-21 18:33:15,2020-03-21 18:35:07,2020-03-21 18:39:46,2020-03-21 18:44:04,ii,customer256,Flash Foods / McDonald's
2277,Mastercard,5,Orchard,244.2,2020-03-21 18:14:27,2020-03-21 18:15:02,2020-03-21 18:20:15,2020-03-21 18:21:49,2020-03-21 18:22:07,hh,customer285,Tom's Grill
2278,Mastercard,3,Tengah Plantation,88.2,2020-03-21 18:45:32,2020-03-21 18:49:10,2020-03-21 18:50:25,2020-03-21 18:51:10,2020-03-21 18:55:32,hh,customer35,Five Guys
2279,Visa,4,Punggol Point,8.4,2020-03-21 18:59:36,2020-03-21 19:1:05,2020-03-21 19:5:07,2020-03-21 19:9:27,2020-03-21 19:10:51,vvv,customer97,Popeye's Chicken
2280,Mastercard,5,Samudera,88.8,2020-03-21 18:54:47,2020-03-21 18:56:31,2020-03-21 19:1:46,2020-03-21 19:6:45,2020-03-21 19:11:11,hh,customer132,Eagan's Drive-In
2281,Cash,3,Lentor,123.0,2020-03-21 18:35:58,2020-03-21 18:37:09,2020-03-21 18:40:32,2020-03-21 18:44:43,2020-03-21 18:47:34,hh,customer28,Stars Drive-In
2282,Visa,3,Stevens,155.4,2020-03-21 19:54:05,2020-03-21 19:57:35,2020-03-21 20:2:16,2020-03-21 20:3:58,2020-03-21 20:7:55,ii,customer249,Fallguys Burger Company
2283,Visa,1,Bakau,130.8,2020-03-21 19:45:07,2020-03-21 19:48:12,2020-03-21 19:51:50,2020-03-21 19:56:05,2020-03-21 19:57:45,hh,customer192,Crispy Chicken & Seafood
2284,Visa,1,Simei,180.6,2020-03-21 19:56:14,2020-03-21 20:1:15,2020-03-21 20:5:15,2020-03-21 20:7:28,2020-03-21 20:11:52,www,customer221,Smoothie King
2285,Visa,1,Springleaf,202.8,2020-03-21 19:15:31,2020-03-21 19:19:07,2020-03-21 19:21:02,2020-03-21 19:23:19,2020-03-21 19:26:54,hh,customer24,Nielsen's Frozen Custard
2286,Visa,3,South View,84.6,2020-03-21 19:09:40,2020-03-21 19:10:30,2020-03-21 19:13:18,2020-03-21 19:16:54,2020-03-21 19:21:25,hh,customer273,Taco Cabana
2287,Cash,3,Expo,207.6,2020-03-21 19:12:44,2020-03-21 19:16:22,2020-03-21 19:20:50,2020-03-21 19:25:10,2020-03-21 19:26:11,ii,customer151,Travelcenters of America
